date,avg_open
2004,75.71611702127662
2005,138.86599206349211
2006,205.94956175298796
2007,269.4140637450199
2008,233.13675889328061
2009,219.48515873015864
2010,268.1802777777777
2011,284.59757936507935
2012,321.3909200000001
2013,441.8116269841269
2014,568.7843650793654
2015,620.0636111111113
2016,763.6583531746024
2017,922.5246330275229
